Id,Tên trường,Loại hình cơ sở đào tạo,Loại trường,Cơ quan quản lý trực tiếp,Ký hiệu,Tên tiếng Anh,Website,"Tỉnh, thành phố",Được kiểm định bởi tổ chức kiểm định chất lượng giáo dục,Ngày cấp giấy chứng nhận kiểm định chất lượng,Ngày hết hạn giá trị của giấy chứng nhận kiểm định chất lượng
978,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,GHA,University of Transport and Communications,https://www.utc.edu.vn/,Hà Nội,VNU-CEA,23/03/2016,23/03/2021
977,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giao thông vận tải,GTS,Ho Chi Minh City University of Transport,https://ut.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,05/03/2017,05/03/2022
943,TRƯỜNG ĐẠI HỌC HÀ HOA TIÊN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DHH,Ha Hoa Tien University,,Hà Nam,,,
944,TRƯỜNG ĐẠI HỌC HẠ LONG,Trường đại học,Công lập,UBND tỉnh Quảng Ninh,HLU,Ha Long University,https://uhl.edu.vn/,Quảng Ninh,VU-CEA,18/05/2021,18/05/2026
870,TRƯỜNG ĐẠI HỌC HÀ NỘI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,NHF,Hanoi University,https://www.hanu.vn/,Hà Nội,CEA-AVU&C,22/12/2017,22/12/2022
891,TRƯỜNG ĐẠI HỌC HÀ TĨNH,Trường đại học,Công lập,UBND tỉnh Hà Tĩnh,HHT,Ha Tinh University,http://www.htu.edu.vn/,Hà Tĩnh,VNU-CEA,30/06/2018,30/06/2023
949,TRƯỜNG ĐẠI HỌC HẢI DƯƠNG,Trường đại học,Công lập,UBND tỉnh Hải Dương,DKT,University of Hai Duong,http://uhd.edu.vn/,Hải Dương,CEA-AVU&C,26/05/2021,26/05/2026
806,TRƯỜNG ĐẠI HỌC HẢI PHÒNG,Trường đại học,Công lập,UBND TP. Hải Phòng,THP,Hai Phong University,https://dhhp.edu.vn/,Hải Phòng,CEA-AVU&C,29/06/2018,29/06/2023
986,TRƯỜNG ĐẠI HỌC HÀNG HẢI VIỆT NAM,Trường đại học,Công lập,Bộ Giao thông vận tải,HHA,Vietnam Maritime University,http://www.vimaru.edu.vn/,Hải Phòng,VNU-CEA,30/03/2018,30/03/2023
817,TRƯỜNG ĐẠI HỌC HOÀ BÌNH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,ETU,Peace University,http://daihochoabinh.edu.vn/,Hà Nội,VNU-CEA,30/03/2018,30/03/2023
950,TRƯỜNG ĐẠI HỌC HOA LƯ,Trường đại học,Công lập,UBND tỉnh Ninh Bình,DNB,Hoa Lu University,http://hluv.edu.vn/,Ninh Bình,VU-CEA,08/10/2020,08/10/2025
951,TRƯỜNG ĐẠI HỌC HOA SEN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,HSU,Hoa Sen University,https://www.hoasen.edu.vn/,TP. Hồ Chí Minh,CEA-AVU&C,14/02/2020,14/02/2025
740,TRƯỜNG ĐẠI HỌC HỒNG ĐỨC,Trường đại học,Công lập,UBND tỉnh Thanh Hoá,HDT,Hong Duc University,http://www.hdu.edu.vn/,Thanh Hóa,VNU-CEA,09/06/2017,09/06/2022
899,TRƯỜNG ĐẠI HỌC HÙNG VƯƠNG,Trường đại học,Công lập,UBND tỉnh Phú Thọ,THV,Hung Vuong University,https://www.hvu.edu.vn/,Phú Thọ,CEA-AVU&C,14/5/2018,14/5/2023
853,TRƯỜNG ĐẠI HỌC HÙNG VƯƠNG - TP. HỒ CHÍ MINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DHV,Hung Vuong University Ho Chi Minh City,https://hvuh.edu.vn/,TP. Hồ Chí Minh,CEA-AVU&C,19/01/2023,19/01/2028
790,TRƯỜNG ĐẠI HỌC KIỂM SÁT HÀ NỘI,Trường đại học,Công lập,Viện Kiểm sát nhân dân tối cao,DKS,Hanoi Procuratorate University,https://tks.edu.vn/,Hà Nội,,,
883,TRƯỜNG ĐẠI HỌC KIẾN TRÚC ĐÀ NẴNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,KTD,Danang Architecture University,https://dau.edu.vn/,Đà Nẵng,CEA-AVU&C,14/05/2018,14/05/2023
884,TRƯỜNG ĐẠI HỌC KIẾN TRÚC HÀ NỘI,Trường đại học,Công lập,Bộ Xây dựng,KTA,Hanoi Achitectural University,http://hau.edu.vn/,Hà Nội,CEA-AVU&C,01/03/2018,01/03/2023
885,TRƯỜNG ĐẠI HỌC KIẾN TRÚC TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Xây dựng,KTS,University of Architecture Ho Chi Minh City,http://www.uah.edu.vn/,TP. Hồ Chí Minh,CEA-UD,22/02/2021,22/02/2026
781,TRƯỜNG ĐẠI HỌC KIÊN GIANG,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TKG,Kien Giang University,https://www.vnkgu.edu.vn/,Kiên Giang,CEA-UD,20/7/2022,20/7/2027
818,TRƯỜNG ĐẠI HỌC KINH BẮC,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,UKB,Kinh Bac University,http://ukb.edu.vn/,Bắc Ninh,,,
791,TRƯỜNG ĐẠI HỌC KINH DOANH VÀ CÔNG NGHỆ HÀ NỘI,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DQK,Hanoi University of Business and Technology,http://hubt.edu.vn/,Hà Nội,CEA-AVU&C,04/5/2022,04/5/2027
860,TRƯỜNG ĐẠI HỌC KINH TẾ - CÔNG NGHỆ THÁI NGUYÊN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DVB,Viet Bac University,http://tuetech.edu.vn/,Thái Nguyên,CEA-UD,16/06/2018,15/06/2023
728,TRƯỜNG ĐẠI HỌC KINH TẾ - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHE,VNU University of Economics and Business,http://ueb.edu.vn/,Hà Nội,VNU-HCM CEA,09/09/2016,09/09/2021
854,TRƯỜNG ĐẠI HỌC KINH TẾ - KỸ THUẬT BÌNH DƯƠNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DKB,Binh Duong Economics and Technology University,https://ktkt.edu.vn/,Bình Dương,CEA-AVU&C,29/4/2022,29/4/2027
737,TRƯỜNG ĐẠI HỌC KINH TẾ - LUẬT - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Trường đại học,Công lập,,QSK,VNUHCM - University of Economics and Law,https://www.uel.edu.vn/,TP. Hồ Chí Minh,VNU-CEA,04/10/2017,04/10/2022
945,TRƯỜNG ĐẠI HỌC KINH TẾ - TÀI CHÍNH TP. HỒ CHÍ MINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,UEF,Universtiy of Economics and Finance,https://www.uef.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,01/02/2019,01/02/2024
807,TRƯỜNG ĐẠI HỌC KINH TẾ CÔNG NGHIỆP LONG AN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DLA,Long An University of Economics and Industry,https://daihoclongan.edu.vn/,Long An,VU-CEA,22/01/2020,22/01/2025
782,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,Trường đại học,Công lập,Bộ Công Thương,DKK,University of Economic and Technical Industries,https://uneti.edu.vn/,Nam Định,CEA-AVU&C,29/06/2018,29/06/2023
952,TRƯỜNG ĐẠI HỌC KINH TẾ NGHỆ AN,Trường đại học,Công lập,UBND tỉnh Nghệ An,CEA,Nghe An College of Economics,http://dhktna.edu.vn/,Nghệ An,VU-CEA,12/10/2022,12/10/2027
819,TRƯỜNG ĐẠI HỌC KINH TẾ QUỐC DÂN,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,KHA,National Economic University,https://www.neu.edu.vn/,Hà Nội,,,
914,"TRƯỜNG ĐẠI HỌC KINH TẾ VÀ QUẢN TRỊ KINH DOANH, ĐẠI HỌC THÁI NGUYÊN",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DTE,University of Economic and Business Administration - Thai Nguyen University,http://tueba.edu.vn/,Thái Nguyên,CEA-AVU&C,12/12/2017,12/12/2022
701,"TRƯỜNG ĐẠI HỌC KINH TẾ, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHK,"University of Economics, Hue University",https://hce.edu.vn,Thừa Thiên Huế,VNU-CEA,30/03/2018,30/03/2023
783,TRƯỜNG ĐẠI HỌC KỸ THUẬT - CÔNG NGHỆ CẦN THƠ,Trường đại học,Công lập,UBND TP. Cần Thơ,KCC,Can Tho University of Technology,https://ctuet.edu.vn/,Cần Thơ,CEA-UD,19/01/2021,19/01/2026
915,"TRƯỜNG ĐẠI HỌC KỸ THUẬT CÔNG NGHIỆP, ĐẠI HỌC THÁI NGUYÊN",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DTK,University of Technology - Thai Nguyen University,http://www.tnut.edu.vn/,Thái Nguyên,CEA-AVU&C,12/11/2017,12/11/2022
871,TRƯỜNG ĐẠI HỌC KỸ THUẬT Y - DƯỢC ĐÀ NẴNG,Trường đại học,Công lập,Bộ Y tế,YDN,Danang University of Medical Technology and Pharmacy,http://dhktyduocdn.edu.vn/,Đà Nẵng,CEA-AVU&C,04/5/2022,04/5/2027
872,TRƯỜNG ĐẠI HỌC KỸ THUẬT Y TẾ HẢI DƯƠNG,Trường đại học,Công lập,Bộ Y tế,DKY,Hai Duong Medical Technical University,http://www.hmtu.edu.vn/,Hải Dương,CEA-AVU&C,05/08/2018,05/08/2023
843,TRƯỜNG ĐẠI HỌC KHÁNH HOÀ,Trường đại học,Công lập,UBND tỉnh Khánh Hòa,UKH,Khanh Hoa University,http://ukh.edu.vn/,Khánh Hoà,,,
726,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHT,VNU University of Science,http://hus.vnu.edu.vn/,Hà Nội,VNU-CEA,04/03/2017,04/03/2022
735,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Trường đại học,Công lập,,QST,VNUHCM - University of Science,https://www.hcmus.edu.vn/,TP. Hồ Chí Minh,VNU-CEA,04/03/2017,04/03/2022
882,TRƯỜNG ĐẠI HỌC KHOA HỌC VÀ CÔNG NGHỆ HÀ NỘI,Trường đại học,Công lập,Viện Hàn lâm Khoa học và Công nghệ Việt Nam,KCN,University of Science and Technology of Hanoi,https://usth.edu.vn/,Hà Nội,,,
727,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHX,VNU University of Social Sciences and Humanities,https://ussh.vnu.edu.vn/,Hà Nội,VNU-HCM CEA,09/09/2016,09/09/2021
736,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Trường đại học,Công lập,,QSX,VNUHCM - University of Social Sciences and Humanities,https://hcmussh.edu.vn/,TP. Hồ Chí Minh,VNU-CEA,27/03/2017,27/03/2022
700,"TRƯỜNG ĐẠI HỌC KHOA HỌC, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHT,"University of Sciences, Hue University",http://husc.hueuni.edu.vn/,Thừa Thiên Huế,VNU-CEA,09/06/2017,09/06/2022
913,"TRƯỜNG ĐẠI HỌC KHOA HỌC, ĐẠI HỌC THÁI NGUYÊN",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DTZ,University of Sciences - Thai Nguyen University,https://tnus.edu.vn/,Thái Nguyên,CEA-AVU&C,12/01/2017,12/01/2022
889,TRƯỜNG ĐẠI HỌC LẠC HỒNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DLH,Lac Hong University,https://lhu.edu.vn/,Đồng Nai,VNU-HCM CEA,16/03/2018,16/03/2023
953,TRƯỜNG ĐẠI HỌC LAO ĐỘNG - XÃ HỘI,Trường đại học,Công lập,Bộ Lao động - Thương binh và Xã hội,DLX,University of Labour and Social Affairs,http://ulsa.edu.vn/,Hà Nội,VNU-CEA,30/06/2018,30/06/2023
855,TRƯỜNG ĐẠI HỌC LÂM NGHIỆP,Trường đại học,Công lập,Bộ Nông nghiệp và Phát triển nông thôn,LNH,Vietnam National University of Forestry,https://vnuf.edu.vn/,Hà Nội,VNU-CEA,30/03/2018,30/03/2023
1081,TRƯỜNG ĐẠI HỌC LUẬT - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHL,VNU University of Law,https://law.vnu.edu.vn/,Hà Nội,,,
792,TRƯỜNG ĐẠI HỌC LUẬT HÀ NỘI,Trường đại học,Công lập,Bộ Tư pháp,LPH,Hanoi Law University,https://hlu.edu.vn/,Hà Nội,VNU-CEA,30/03/2018,30/03/2023
793,TRƯỜNG ĐẠI HỌC LUẬT TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,LPS,University of Law Ho Chi Minh City,https://www.hcmulaw.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,05/03/2017,05/03/2022
702,"TRƯỜNG ĐẠI HỌC LUẬT, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHA,"Univeristy of Law, Hue University",https://www.hul.edu.vn/,Thừa Thiên Huế,VNU-CEA,30/06/2018,30/06/2023
900,TRƯỜNG ĐẠI HỌC LƯƠNG THẾ VINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DTV,Luong The Vinh University,http://ltvu.edu.vn/,Nam Định,,,
808,TRƯỜNG ĐẠI HỌC MỎ - ĐỊA CHẤT,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,MDA,Hanoi University of Mining and Geology,https://humg.edu.vn/,Hà Nội,VNU-CEA,30/03/2018,30/03/2023
965,TRƯỜNG ĐẠI HỌC MỞ HÀ NỘI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,MHN,Hanoi Open University,https://hou.edu.vn/,Hà Nội,VNU-CEA,30/03/2018,30/03/2023
966,TRƯỜNG ĐẠI HỌC MỞ TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,MBS,Ho Chi Minh City Open University,http://www.oude.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,18/09/2017,18/09/2022
886,TRƯỜNG ĐẠI HỌC MỸ TẠI VIỆT NAM,Trường đại học,Nước ngoài,Nước ngoài,AUV,The American University of Vietnam,http://auv.edu.vn/,Đà Nẵng,,,
690,TRƯỜNG ĐẠI HỌC MỸ THUẬT CÔNG NGHIỆP,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,MTC,University of Industrial Fine Arts,http://mythuatcongnghiep.edu.vn/,Hà Nội,,,
968,TRƯỜNG ĐẠI HỌC MỸ THUẬT TP. HỒ CHÍ MINH,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",MTS,Ho Chi Minh city University of Fine Arts,http://www.hcmufa.edu.vn/,TP. Hồ Chí Minh,,,
969,TRƯỜNG ĐẠI HỌC MỸ THUẬT VIỆT NAM,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",MTH,Vietnam University of Fine Arts,https://mythuatvietnam.edu.vn/,Hà Nội,CEA-AVU&C,01/03/2018,01/03/2023
845,TRƯỜNG ĐẠI HỌC NAM CẦN THƠ,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DNC,Nam Can Tho University,https://nctu.edu.vn/,Cần Thơ,CEA-AVU&C,29/06/2018,29/06/2023
754,TRƯỜNG ĐẠI HỌC NỘI VỤ HÀ NỘI,Trường đại học,Công lập,Bộ Nội Vụ,DNV,Hanoi University of Home Affairs,http://huha.edu.vn,Hà Nội,VNU-CEA,03/12/2020,03/12/2025
856,TRƯỜNG ĐẠI HỌC NÔNG LÂM BẮC GIANG,Trường đại học,Công lập,Bộ Nông nghiệp và Phát triển nông thôn,DBG,Bac Giang Argriculture and Forestry  University,http://bafu.edu.vn/,Bắc Giang,CEA-AVU&C,05/07/2018,05/07/2023
785,TRƯỜNG ĐẠI HỌC NÔNG LÂM TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,NLS,University of Agriculture and Forestry Ho Chi Minh City,https://www.hcmuaf.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,06/11/2018,06/11/2023
705,"TRƯỜNG ĐẠI HỌC NÔNG LÂM, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHL,"University of Agriculture and Forestry, Hue University",https://huaf.edu.vn/,Thừa Thiên Huế,VNU-CEA,24/03/2017,24/03/2022
916,"TRƯỜNG ĐẠI HỌC NÔNG LÂM, ĐẠI HỌC THÁI NGUYÊN",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DTN,University of Agriculture and Forestry - Thai Nguyen University,https://tuaf.edu.vn/,Thái Nguyên,CEA-AVU&C,12/08/2017,12/08/2022
963,TRƯỜNG ĐẠI HỌC NGÂN HÀNG TP. HỒ CHÍ MINH,Trường đại học,Công lập,Ngân hàng Nhà nước Việt Nam,NHS,The Banking University of Ho Chi Minh City,https://buh.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,16/12/2017,16/12/2022
703,"TRƯỜNG ĐẠI HỌC NGHỆ THUẬT, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHN,"University of Arts, Hue University",http://hufa.hueuni.edu.vn/,Thừa Thiên Huế,,,
729,TRƯỜNG ĐẠI HỌC NGOẠI NGỮ - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHF,VNU University of Languages and International Studies,https://ulis.vnu.edu.vn/,Hà Nội,VNU-HCM CEA,09/09/2016,09/09/2021
901,TRƯỜNG ĐẠI HỌC NGOẠI NGỮ - TIN HỌC TP. HỒ CHÍ MINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DNT,Ho Chi Minh City University of Foreign Languages and Information Technology,https://huflit.edu.vn/,TP. Hồ Chí Minh,CEA-UD,27/05/2018,27/05/2023
704,"TRƯỜNG ĐẠI HỌC NGOẠI NGỮ, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHF,University of Foreign Languages Hue University,https://hucfl.edu.vn/vi/,Thừa Thiên Huế,VNU-CEA,30/03/2018,30/03/2023
821,TRƯỜNG ĐẠI HỌC NGOẠI THƯƠNG,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,NTH,Foreign Trade University,http://www.ftu.edu.vn/,Hà Nội,VNU-CEA,04/07/2017,04/07/2022
711,TRƯỜNG ĐẠI HỌC NGUYỄN TẤT THÀNH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,NTT,Nguyen Tat Thanh University,https://ntt.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,05/03/2017,05/03/2022
784,TRƯỜNG ĐẠI HỌC NGUYỄN TRÃI,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,NTU,Nguyen Trai University,http://daihocnguyentrai.edu.vn/,Hà Nội,,,
691,TRƯỜNG ĐẠI HỌC NHA TRANG,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TSN,Nha Trang University,http://www.ntu.edu.vn/,Khánh Hoà,VNU-HCM CEA,16/03/2018,16/03/2023
902,TRƯỜNG ĐẠI HỌC PHẠM VĂN ĐỒNG,Trường đại học,Công lập,UBND tỉnh Quảng Ngãi,DPQ,Pham Van Dong University,http://pdu.edu.vn/,Quảng Ngãi,CEA-UD,10/11/2017,10/10/2022
981,TRƯỜNG ĐẠI HỌC PHAN CHÂU TRINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DPC,Phan Chau Trinh Universtiy,http://pctu.edu.vn/,Quảng Nam,,,
887,TRƯỜNG ĐẠI HỌC PHAN THIẾT,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DPT,University of Phan Thiet,http://upt.edu.vn/,Bình Thuận,VNU-CEA,27/09/2019,27/09/2024
755,TRƯỜNG ĐẠI HỌC PHENIKAA,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DTA,Phenikaa University,https://phenikaa-uni.edu.vn/,Hà Nội,VNU-CEA,31/07/2020,31/07/2025
982,TRƯỜNG ĐẠI HỌC PHÚ XUÂN,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DPX,Phu Xuan University,http://pctu.edu.vn/,Thừa Thiên Huế,VU-CEA,20/7/2022,20/7/2027
903,TRƯỜNG ĐẠI HỌC PHÚ YÊN,Trường đại học,Công lập,UBND tỉnh Phú Yên,DPY,Phu Yen University,https://pyu.edu.vn/,Phú Yên,CEA-AVU&C,26/9/2022,26/9/2027
985,TRƯỜNG ĐẠI HỌC QUẢN LÝ VÀ CÔNG NGHỆ HẢI PHÒNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DHP,University of Management and Technology Hai Phong,https://hpu.edu.vn/,Hải Phòng,,,
857,TRƯỜNG ĐẠI HỌC QUẢN LÝ VÀ CÔNG NGHỆ TP. HỒ CHÍ MINH,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,UMT,University of Management and Technology Ho Chi Minh City,https://www.umt.edu.vn/,TP. Hồ Chí Minh,,,
904,TRƯỜNG ĐẠI HỌC QUẢNG BÌNH,Trường đại học,Công lập,UBND tỉnh Quảng Bình,DQB,Quang Binh University,https://quangbinhuni.edu.vn/,Quảng Bình,CEA-UD,25/05/2018,25/05/2023
794,TRƯỜNG ĐẠI HỌC QUẢNG NAM,Trường đại học,Công lập,UBND tỉnh Quảng Nam,DQU,Quang Nam University,http://qnamuni.edu.vn/,Quảng Nam,CEA-UD,27/10/2020,27/10/2025
954,TRƯỜNG ĐẠI HỌC QUANG TRUNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DQT,Quang Trung University,https://qtu.edu.vn,Bình Định,,,
738,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Trường đại học,Công lập,,QSQ,VNUHCM - International University,https://hcmiu.edu.vn/,TP. Hồ Chí Minh,AUN-QA,27/12/2018,27/12/2023
888,TRƯỜNG ĐẠI HỌC QUỐC TẾ BẮC HÀ,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DBH,Bac Ha International University,http://iubh.edu.vn/,Bắc Ninh,,,
932,TRƯỜNG ĐẠI HỌC QUỐC TẾ HỒNG BÀNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,HIU,Hong Bang University International,https://hiu.vn/,TP. Hồ Chí Minh,CEA-AVU&C,18/03/2019,18/03/2024
809,TRƯỜNG ĐẠI HỌC QUỐC TẾ MIỀN ĐÔNG,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,EIU,Eastern International University,https://eiu.edu.vn/,Bình Dương,VNU-HCM CEA,04/08/2020,04/08/2025
983,TRƯỜNG ĐẠI HỌC QUỐC TẾ RMIT VIỆT NAM,Trường đại học,Nước ngoài,Nước ngoài,RMU,The Royal Melbourne Institute of Technology University in Vietnam,https://www.rmit.edu.vn/,TP. Hồ Chí Minh,,,
905,TRƯỜNG ĐẠI HỌC QUY NHƠN,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DQN,Quy Nhon University,http://www.qnu.edu.vn/,Bình Định,CEA-UD,10/11/2017,11/10/2022
741,TRƯỜNG ĐẠI HỌC SÀI GÒN,Trường đại học,Công lập,UBND TP. Hồ Chí Minh,SGD,Sai Gon University,https://sgu.edu.vn/,TP. Hồ Chí Minh,VNU-CEA,29/03/2017,29/03/2022
822,TRƯỜNG ĐẠI HỌC SAO ĐỎ,Trường đại học,Công lập,Bộ Công Thương,SDU,SaoDo University,http://saodo.edu.vn/,Hải Dương,CEA-AVU&C,27/11/2017,27/11/2022
756,TRƯỜNG ĐẠI HỌC SÂN KHẤU ĐIỆN ẢNH HÀ NỘI,Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",SKD,Hanoi Academy of Theatre and Cinema,http://skda.edu.vn/,Hà Nội,VNU-CEA,09/05/2017,09/05/2022
757,"TRƯỜNG ĐẠI HỌC SÂN KHẤU, ĐIỆN ẢNH TP. HỒ CHÍ MINH",Trường đại học,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",DSD,HCMC University of Theatre and Cinema,http://skdahcm.edu.vn/,TP. Hồ Chí Minh,,,
742,TRƯỜNG ĐẠI HỌC SƯ PHẠM HÀ NỘI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SPH,Hanoi National University of Education,https://hnue.edu.vn/,Hà Nội,VNU-CEA,09/05/2017,09/05/2022
743,TRƯỜNG ĐẠI HỌC SƯ PHẠM HÀ NỘI 2,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SP2,Hanoi Pedagogical University 2,https://www.hpu2.edu.vn/,Vĩnh Phúc,VNU-CEA,30/03/2018,30/03/2023
712,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT HƯNG YÊN,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SKH,Hung Yen University of Technology and Education,http://utehy.edu.vn/,Hưng Yên,VNU-CEA,30/03/2018,30/03/2023
713,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT NAM ĐỊNH,Trường đại học,Công lập,Bộ Lao động - Thương binh và Xã hội,SKN,Nam Dinh University of Technology Education,http://nute.edu.vn/,Nam Định,,,
714,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SPK,HCMC University of Technology and Education,http://hcmute.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,05/03/2017,05/03/2022
715,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT VINH,Trường đại học,Công lập,Bộ Lao động - Thương binh và Xã hội,SKV,Vinh University of Technology Education,http://spktvinh.edu.vn/,Nghệ An,VU-CEA,15/08/2021,15/08/2026
716,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT VĨNH LONG,Trường đại học,Công lập,Bộ Lao động - Thương binh và Xã hội,VLU,Vinh Long University of Technology Education,http://vlute.edu.vn/,Vĩnh Long,CEA-UD,02/03/2020,02/03/2025
744,TRƯỜNG ĐẠI HỌC SƯ PHẠM NGHỆ THUẬT TRUNG ƯƠNG,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,GNT,National University of Arts Education - NUAE,http://www.spnttw.edu.vn/,Hà Nội,CEA-AVU&C,29/06/2018,29/06/2023
745,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,SPS,Ho Chi Minh City University of Education,https://hcmue.edu.vn/,TP. Hồ Chí Minh,CEA-AVU&C,14/05/2018,14/05/2023
692,TRƯỜNG ĐẠI HỌC SƯ PHẠM THỂ DỤC THỂ THAO HÀ NỘI,Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,TDH,Hanoi University of Physical Education and Sports,https://hupes.edu.vn/,Hà Nội,VNU-CEA,08/06/2020,08/06/2025
